Title,URL,Type,Category
عضو في لجنة فريق لقاح سوريا: لقاح أسترازينيكا ما زال فعالاً وسيصل الشهر القادم,https://verify-sy.com/details/9148/%D8%B9%D8%B6%D9%88-%D9%81%D9%8A-%D9%84%D8%AC%D9%86%D8%A9-%D9%81%D8%B1%D9%8A%D9%82-%D9%84%D9%82%D8%A7%D8%AD-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7:-%D9%84%D9%82%D8%A7%D8%AD-%D8%A3%D8%B3%D8%AA%D8%B1%D8%A7%D8%B2%D9%8A%D9%86%D9%8A%D9%83%D8%A7-%D9%85%D8%A7-%D8%B2%D8%A7%D9%84-%D9%81%D8%B9%D8%A7%D9%84%D8%A7%D9%8B-%D9%88%D8%B3%D9%8A%D8%B5%D9%84-%D8%A7%D9%84%D8%B4%D9%87%D8%B1-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D9%85,reel,Sports
اللقاح المعتمد في شمال وشمال غربي سوريا .. مسؤول طبي يؤكد وجود صلة بين لقاح أسترازينيكا والجلطات,https://verify-sy.com/details/9147/%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD-%D8%A7%D9%84%D9%85%D8%B9%D8%AA%D9%85%D8%AF-%D9%81%D9%8A-%D8%B4%D9%85%D8%A7%D9%84-%D9%88%D8%B4%D9%85%D8%A7%D9%84-%D8%BA%D8%B1%D8%A8%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-..-%D9%85%D8%B3%D8%A4%D9%88%D9%84-%D8%B7%D8%A8%D9%8A-%D9%8A%D8%A4%D9%83%D8%AF-%D9%88%D8%AC%D9%88%D8%AF-%D8%B5%D9%84%D8%A9-%D8%A8%D9%8A%D9%86-%D9%84%D9%82%D8%A7%D8%AD-%D8%A3%D8%B3%D8%AA%D8%B1%D8%A7%D8%B2%D9%8A%D9%86%D9%8A%D9%83%D8%A7-%D9%88%D8%A7%D9%84%D8%AC%D9%84%D8%B7%D8%A7%D8%AA,reel,Health
"مصدر أردني يتهم حسناء الحريري بـ ""الإساءة للأردن"" ويؤكد نية السلطات ترحيلها",https://verify-sy.com/details/9141/%D9%85%D8%B5%D8%AF%D8%B1-%D8%A3%D8%B1%D8%AF%D9%86%D9%8A-%D9%8A%D8%AA%D9%87%D9%85-%D8%AD%D8%B3%D9%86%D8%A7%D8%A1-%D8%A7%D9%84%D8%AD%D8%B1%D9%8A%D8%B1%D9%8A-%D8%A8%D9%80--%D8%A7%D9%84%D8%A5%D8%B3%D8%A7%D8%A1%D8%A9-%D9%84%D9%84%D8%A3%D8%B1%D8%AF%D9%86--%D9%88%D9%8A%D8%A4%D9%83%D8%AF-%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D8%AA-%D8%AA%D8%B1%D8%AD%D9%8A%D9%84%D9%87%D8%A7,reel,Other
قناة السويس تعلن نجاح إعادة تعويم السفينة الجانحة وتعديل مسارها بنسبة 80٪,https://verify-sy.com/details/9132/%D9%82%D9%86%D8%A7%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%B3-%D8%AA%D8%B9%D9%84%D9%86-%D9%86%D8%AC%D8%A7%D8%AD-%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%AA%D8%B9%D9%88%D9%8A%D9%85-%D8%A7%D9%84%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%AC%D8%A7%D9%86%D8%AD%D8%A9-%D9%88%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D8%B3%D8%A7%D8%B1%D9%87%D8%A7-%D8%A8%D9%86%D8%B3%D8%A8%D8%A9-80%D9%AA,reel,Other
تحقيق لتأكد يكشف إحياء فصيل من (الجيش الوطني) ذكرى الثورة السورية في ليبيا,https://verify-sy.com/details/9124/%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D9%84%D8%AA%D8%A3%D9%83%D8%AF-%D9%8A%D9%83%D8%B4%D9%81-%D8%A5%D8%AD%D9%8A%D8%A7%D8%A1-%D9%81%D8%B5%D9%8A%D9%84-%D9%85%D9%86-%28%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%29-%D8%B0%D9%83%D8%B1%D9%89-%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,reel,Politics
الصورة التي تظهر تعرض مجدي نعمة (إسلام علوش) للاعتداء والضرب صحيحة وهذا مصدرها,https://verify-sy.com/details/9097/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%AA%D9%8A-%D8%AA%D8%B8%D9%87%D8%B1-%D8%AA%D8%B9%D8%B1%D8%B6-%D9%85%D8%AC%D8%AF%D9%8A-%D9%86%D8%B9%D9%85%D8%A9-%28%D8%A5%D8%B3%D9%84%D8%A7%D9%85-%D8%B9%D9%84%D9%88%D8%B4%29--%D9%84%D9%84%D8%A7%D8%B9%D8%AA%D8%AF%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D8%B6%D8%B1%D8%A8-%D8%B5%D8%AD%D9%8A%D8%AD%D8%A9-%D9%88%D9%87%D8%B0%D8%A7-%D9%85%D8%B5%D8%AF%D8%B1%D9%87%D8%A7,reel,Health
هل جرى نقل حبوب من ريف الرقة إلى مناطق سيطرة النظام باتفاق روسي تركي؟,https://verify-sy.com/details/9089/%D9%87%D9%84-%D8%AC%D8%B1%D9%89-%D9%86%D9%82%D9%84-%D8%AD%D8%A8%D9%88%D8%A8-%D9%85%D9%86-%D8%B1%D9%8A%D9%81-%D8%A7%D9%84%D8%B1%D9%82%D8%A9-%D8%A5%D9%84%D9%89-%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D8%B3%D9%8A%D8%B7%D8%B1%D8%A9-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85-%D8%A8%D8%A7%D8%AA%D9%81%D8%A7%D9%82-%D8%B1%D9%88%D8%B3%D9%8A-%D8%AA%D8%B1%D9%83%D9%8A%D8%9F,reel,Other
فيسبوك ترفض الدفع للناشرين وتمنع مستخدمي موقعها في أستراليا من قراءة الأخبار أو مشاركتها,https://verify-sy.com/details/9087/%D9%81%D9%8A%D8%B3%D8%A8%D9%88%D9%83-%D8%AA%D8%B1%D9%81%D8%B6-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D9%84%D9%84%D9%86%D8%A7%D8%B4%D8%B1%D9%8A%D9%86-%D9%88%D8%AA%D9%85%D9%86%D8%B9-%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85%D9%8A-%D9%85%D9%88%D9%82%D8%B9%D9%87%D8%A7-%D9%81%D9%8A-%D8%A3%D8%B3%D8%AA%D8%B1%D8%A7%D9%84%D9%8A%D8%A7-%D9%85%D9%86-%D9%82%D8%B1%D8%A7%D8%A1%D8%A9-%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A3%D9%88-%D9%85%D8%B4%D8%A7%D8%B1%D9%83%D8%AA%D9%87%D8%A7,reel,Other
"مسؤول في ""وزارة الخارجية السورية"": لا يمكن الحجز على أموال ذوي المتخلف عن الخدمة الإلزامية",https://verify-sy.com/details/9085/%D9%85%D8%B3%D8%A4%D9%88%D9%84-%D9%81%D9%8A--%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-:-%D9%84%D8%A7-%D9%8A%D9%85%D9%83%D9%86-%D8%A7%D9%84%D8%AD%D8%AC%D8%B2-%D8%B9%D9%84%D9%89-%D8%A3%D9%85%D9%88%D8%A7%D9%84-%D8%B0%D9%88%D9%8A-%D8%A7%D9%84%D9%85%D8%AA%D8%AE%D9%84%D9%81-%D8%B9%D9%86-%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D9%84%D8%B2%D8%A7%D9%85%D9%8A%D8%A9,reel,Politics
هل أصدر النظام السوري قرارات جديدة بخصوص المتخلّفين عن الخدمة الإلزامية؟,https://verify-sy.com/details/9067/%D9%87%D9%84-%D8%A3%D8%B5%D8%AF%D8%B1-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A8%D8%AE%D8%B5%D9%88%D8%B5-%D8%A7%D9%84%D9%85%D8%AA%D8%AE%D9%84%D9%91%D9%81%D9%8A%D9%86-%D8%B9%D9%86-%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D9%84%D8%B2%D8%A7%D9%85%D9%8A%D8%A9%D8%9F,reel,Other
"مؤكد .. ""المسحة الشرجية"" أسلوب اقترحته الصين للكشف عن عدوى كورونا",https://verify-sy.com/details/9035/%D9%85%D8%A4%D9%83%D8%AF-..--%D8%A7%D9%84%D9%85%D8%B3%D8%AD%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D8%AC%D9%8A%D8%A9--%D8%A3%D8%B3%D9%84%D9%88%D8%A8-%D8%A7%D9%82%D8%AA%D8%B1%D8%AD%D8%AA%D9%87-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D9%84%D9%84%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D8%B9%D8%AF%D9%88%D9%89-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7,reel,Other
استمرار حظر التجول في هولندا رغم أعمال الشغب في العديد من المدن,https://verify-sy.com/details/9033/%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D8%AD%D8%B8%D8%B1-%D8%A7%D9%84%D8%AA%D8%AC%D9%88%D9%84-%D9%81%D9%8A-%D9%87%D9%88%D9%84%D9%86%D8%AF%D8%A7-%D8%B1%D8%BA%D9%85-%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B4%D8%BA%D8%A8-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%AF%D9%8A%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AF%D9%86,reel,Business
ما هي قصة اللاجئين السوريين العالقين بين المغرب والجزائر؟,https://verify-sy.com/details/9168/%D9%85%D8%A7-%D9%87%D9%8A-%D9%82%D8%B5%D8%A9-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%82%D9%8A%D9%86-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D9%88%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1%D8%9F,reel,Other
هل تعرض بشار الأسد لمحاولة اغتيال مؤخراً وماحقيقة فيديو ساحة الأمويين؟,https://verify-sy.com/details/10294/%D9%87%D9%84-%D8%AA%D8%B9%D8%B1%D8%B6-%D8%A8%D8%B4%D8%A7%D8%B1-%D8%A7%D9%84%D8%A3%D8%B3%D8%AF-%D9%84%D9%85%D8%AD%D8%A7%D9%88%D9%84%D8%A9-%D8%A7%D8%BA%D8%AA%D9%8A%D8%A7%D9%84-%D9%85%D8%A4%D8%AE%D8%B1%D8%A7%D9%8B-%D9%88%D9%85%D8%A7%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D9%88%D9%8A%D9%8A%D9%86%D8%9F,fake,Other
ما حقيقة طعن مواطن تركي لسائحة عربية مؤخراً؟,https://verify-sy.com/details/10293/%D9%85%D8%A7-%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%B7%D8%B9%D9%86-%D9%85%D9%88%D8%A7%D8%B7%D9%86-%D8%AA%D8%B1%D9%83%D9%8A-%D9%84%D8%B3%D8%A7%D8%A6%D8%AD%D8%A9-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%85%D8%A4%D8%AE%D8%B1%D8%A7%D9%8B%D8%9F,fake,Other
ما حقيقة مقتل الجنرال الاسرائيلي رومان جوفمان متأثراً بإصابته في غزة؟,https://verify-sy.com/details/10292/%D9%85%D8%A7-%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D9%85%D9%82%D8%AA%D9%84-%D8%A7%D9%84%D8%AC%D9%86%D8%B1%D8%A7%D9%84-%D8%A7%D9%84%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%B1%D9%88%D9%85%D8%A7%D9%86-%D8%AC%D9%88%D9%81%D9%85%D8%A7%D9%86-%D9%85%D8%AA%D8%A3%D8%AB%D8%B1%D8%A7%D9%8B-%D8%A8%D8%A5%D8%B5%D8%A7%D8%A8%D8%AA%D9%87-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9%D8%9F,fake,Other
ما حقيقة عزل حزب العدالة والتنمية التركي هذه الأسماء من الإدارة المركزية بعد الانتخابات المحلية؟,https://verify-sy.com/details/10291/%D9%85%D8%A7-%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%B9%D8%B2%D9%84-%D8%AD%D8%B2%D8%A8-%D8%A7%D9%84%D8%B9%D8%AF%D8%A7%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D8%AA%D9%86%D9%85%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A-%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%A3%D8%B3%D9%85%D8%A7%D8%A1-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9-%D8%A8%D8%B9%D8%AF-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A%D8%A9%D8%9F,fake,Politics
هل يظهر مقطع الفيديو دماءاً في شوارع تل أبيب بعد حادث دهس مؤخراً؟,https://verify-sy.com/details/10290/%D9%87%D9%84-%D9%8A%D8%B8%D9%87%D8%B1-%D9%85%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%AF%D9%85%D8%A7%D8%A1%D8%A7%D9%8B-%D9%81%D9%8A-%D8%B4%D9%88%D8%A7%D8%B1%D8%B9-%D8%AA%D9%84-%D8%A3%D8%A8%D9%8A%D8%A8-%D8%A8%D8%B9%D8%AF-%D8%AD%D8%A7%D8%AF%D8%AB-%D8%AF%D9%87%D8%B3-%D9%85%D8%A4%D8%AE%D8%B1%D8%A7%D9%8B%D8%9F,fake,Health
الفيديو قديم وليس لسرقة الإمارات أشجاراً من جزيرة سقطرى في اليمن,https://verify-sy.com/details/10289/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%B3%D8%B1%D9%82%D8%A9-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A3%D8%B4%D8%AC%D8%A7%D8%B1%D8%A7%D9%8B-%D9%85%D9%86-%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%B3%D9%82%D8%B7%D8%B1%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D9%85%D9%86,fake,Other
هل أعلنت دار الإفتاء المصرية موعد أول أيام عيد الفطر المبارك؟,https://verify-sy.com/details/10288/%D9%87%D9%84-%D8%A3%D8%B9%D9%84%D9%86%D8%AA-%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D8%A5%D9%81%D8%AA%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D9%85%D9%88%D8%B9%D8%AF-%D8%A3%D9%88%D9%84-%D8%A3%D9%8A%D8%A7%D9%85-%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D9%83%D8%9F,fake,Other
